start_station_name,end_station_name,Latitude_x,Longitude_x,Latitude_y,Longitude_y
New Hampshire Ave & 24th St NW,New Jersey Ave & R St NW,38.9011215,-77.0514178,38.9125993,-77.0173559
New Hampshire Ave & T St NW,New Jersey Ave & R St NW,38.9155803,-77.0378968,38.9125993,-77.0173559
New Jersey Ave & F St NW,New Jersey Ave & R St NW,38.8973436,-77.0118709,38.9125993,-77.0173559
New Jersey Ave & N St NW/Dunbar HS,New Jersey Ave & R St NW,38.9075024,-77.0128468,38.9125993,-77.0173559
New Jersey Ave & R St NW,New Jersey Ave & R St NW,38.9125993,-77.0173559,38.9125993,-77.0173559
New York Ave & 15th St NW,New Jersey Ave & R St NW,38.8987597,-77.0336773,38.9125993,-77.0173559
North Capitol St & F St NW,New Jersey Ave & R St NW,38.8973304,-77.0091024,38.9125993,-77.0173559
North Capitol St & G Pl NE,New Jersey Ave & R St NW,38.8995605,-77.0090117,38.9125993,-77.0173559
Potomac & M St NW,New Jersey Ave & R St NW,38.9051294,-77.0651744,38.9125993,-77.0173559
Rhode Island & Connecticut Ave NW,New Jersey Ave & R St NW,38.9056638,-77.0412097,38.9125993,-77.0173559
Rhode Island Ave & V St NE,New Jersey Ave & R St NW,38.9180402,-77.0056871,38.9125993,-77.0173559
Thomas Circle,New Jersey Ave & R St NW,38.9059397,-77.0317658,38.9125993,-77.0173559
US Dept of State / Virginia Ave & 21st St NW,New Jersey Ave & R St NW,38.8948244,-77.0470168,38.9125993,-77.0173559
Van Ness Metro / UDC,New Jersey Ave & R St NW,38.944551,-77.063896,38.9125993,-77.0173559
Vermont Ave & I St NW,New Jersey Ave & R St NW,38.9013406,-77.0345896,38.9125993,-77.0173559
Washington & Independence Ave SW/HHS,New Jersey Ave & R St NW,38.8866441,-77.0144068,38.9125993,-77.0173559
Wisconsin Ave & O St NW,New Jersey Ave & R St NW,38.9084234,-77.0638834,38.9125993,-77.0173559
Woodley Park Metro / Calvert St & Connecticut Ave NW,New Jersey Ave & R St NW,38.923148,-77.051476,38.9125993,-77.0173559
10th & E St NW,New York Ave & 15th St NW,38.8961384,-77.0260002,38.8987597,-77.0336773
10th & G St NW,New York Ave & 15th St NW,38.8983151,-77.0259896,38.8987597,-77.0336773
10th & U St NW,New York Ave & 15th St NW,38.917007,-77.0259857,38.8987597,-77.0336773
10th St & Constitution Ave NW,New York Ave & 15th St NW,38.8921062,-77.0259036,38.8987597,-77.0336773
11th & F St NW,New York Ave & 15th St NW,38.8973435,-77.0270466,38.8987597,-77.0336773
11th & Girard St NW,New York Ave & 15th St NW,38.925755,-77.02704,38.8987597,-77.0336773
11th & M St NW,New York Ave & 15th St NW,38.905637,-77.027041,38.8987597,-77.0336773
11th & O St NW,New York Ave & 15th St NW,38.9085726,-77.0270402,38.8987597,-77.0336773
11th & Park Rd NW,New York Ave & 15th St NW,38.931821,-77.02826,38.8987597,-77.0336773
12th & L St NW,New York Ave & 15th St NW,38.9037322,-77.028088,38.8987597,-77.0336773
13th & D St NE,New York Ave & 15th St NW,38.894777,-76.9883104,38.8987597,-77.0336773
13th & E St SE,New York Ave & 15th St NW,38.882832,-76.9883198,38.8987597,-77.0336773
13th St & New York Ave NW,New York Ave & 15th St NW,38.9002912,-77.0295883,38.8987597,-77.0336773
14th & Belmont St NW,New York Ave & 15th St NW,38.921086,-77.031873,38.8987597,-77.0336773
14th & D St NW / Ronald Reagan Building,New York Ave & 15th St NW,38.8939166,-77.0307749,38.8987597,-77.0336773
14th & G St NW,New York Ave & 15th St NW,38.8983306,-77.0319663,38.8987597,-77.0336773
14th & Girard St NW,New York Ave & 15th St NW,38.925502,-77.032316,38.8987597,-77.0336773
14th & Irving St NW,New York Ave & 15th St NW,38.9287772,-77.0326506,38.8987597,-77.0336773
14th & L St NW,New York Ave & 15th St NW,38.903746,-77.0319747,38.8987597,-77.0336773
14th & Newton St NW,New York Ave & 15th St NW,38.9318686,-77.0327472,38.8987597,-77.0336773
14th & R St NW,New York Ave & 15th St NW,38.9126061,-77.0319494,38.8987597,-77.0336773
14th & Rhode Island Ave NW,New York Ave & 15th St NW,38.9088311,-77.0319575,38.8987597,-77.0336773
14th & V St NW,New York Ave & 15th St NW,38.9181132,-77.0319544,38.8987597,-77.0336773
14th St & Colorado Ave NW,New York Ave & 15th St NW,38.9557203,-77.0334339,38.8987597,-77.0336773
14th St & New York Ave NW,New York Ave & 15th St NW,38.8993304,-77.0319713,38.8987597,-77.0336773
14th St & Spring Rd NW,New York Ave & 15th St NW,38.9370752,-77.0327226,38.8987597,-77.0336773
15th & L St NW,New York Ave & 15th St NW,38.9037458,-77.0345694,38.8987597,-77.0336773
15th & M St NW,New York Ave & 15th St NW,38.9056496,-77.0345673,38.8987597,-77.0336773
15th & P St NW,New York Ave & 15th St NW,38.9096682,-77.0345588,38.8987597,-77.0336773
15th & W St NW,New York Ave & 15th St NW,38.9191619,-77.034716,38.8987597,-77.0336773
15th St & Constitution Ave NW,New York Ave & 15th St NW,38.8921024,-77.0336424,38.8987597,-77.0336773
16th & Harvard St NW,New York Ave & 15th St NW,38.9262792,-77.0364613,38.8987597,-77.0336773
16th & R St NW,New York Ave & 15th St NW,38.9126037,-77.0365134,38.8987597,-77.0336773
17th & Corcoran St NW,New York Ave & 15th St NW,38.9118701,-77.0384855,38.8987597,-77.0336773
17th & G St NW,New York Ave & 15th St NW,38.8983186,-77.0394614,38.8987597,-77.0336773
17th & K St NW,New York Ave & 15th St NW,38.9024024,-77.0395084,38.8987597,-77.0336773
17th & K St NW / Farragut Square,New York Ave & 15th St NW,38.9021566,-77.0380023,38.8987597,-77.0336773
17th St & Independence Ave SW,New York Ave & 15th St NW,38.8879587,-77.0387413,38.8987597,-77.0336773
17th St & Massachusetts Ave NW,New York Ave & 15th St NW,38.9079341,-77.0385233,38.8987597,-77.0336773
18th & C St NW,New York Ave & 15th St NW,38.8935359,-77.0417413,38.8987597,-77.0336773
18th & M St NW,New York Ave & 15th St NW,38.9056568,-77.0416876,38.8987597,-77.0336773
18th & R St NW,New York Ave & 15th St NW,38.9126074,-77.0416631,38.8987597,-77.0336773
18th St & Wyoming Ave NW,New York Ave & 15th St NW,38.9187411,-77.0416565,38.8987597,-77.0336773
19th & E Street NW,New York Ave & 15th St NW,38.8954085,-77.043478,38.8987597,-77.0336773
19th & G St NW,New York Ave & 15th St NW,38.898331,-77.0434727,38.8987597,-77.0336773
19th & K St NW,New York Ave & 15th St NW,38.902416,-77.0434552,38.8987597,-77.0336773
19th St & Constitution Ave NW,New York Ave & 15th St NW,38.8921101,-77.0434861,38.8987597,-77.0336773
19th St & Pennsylvania Ave NW,New York Ave & 15th St NW,38.9002149,-77.043466,38.8987597,-77.0336773
1st & D St SE,New York Ave & 15th St NW,38.88494,-77.00873,38.8987597,-77.0336773
1st & M St NE,New York Ave & 15th St NW,38.9056533,-77.0058882,38.8987597,-77.0336773
1st & Rhode Island Ave NW,New York Ave & 15th St NW,38.9112599,-77.0251579,38.8987597,-77.0336773
20th & E St NW,New York Ave & 15th St NW,38.8959408,-77.0449224,38.8987597,-77.0336773
20th & L St NW,New York Ave & 15th St NW,38.9037429,-77.0448932,38.8987597,-77.0336773
20th & O St NW / Dupont South,New York Ave & 15th St NW,38.907743,-77.043655,38.8987597,-77.0336773
20th St & Florida Ave NW,New York Ave & 15th St NW,38.9151073,-77.044913,38.8987597,-77.0336773
21st & I St NW,New York Ave & 15th St NW,38.9007023,-77.0466551,38.8987597,-77.0336773
22nd & I St NW / Foggy Bottom,New York Ave & 15th St NW,38.9007023,-77.0488331,38.8987597,-77.0336773
22nd & P ST NW,New York Ave & 15th St NW,38.909643,-77.0487969,38.8987597,-77.0336773
22nd St & Constitution Ave NW,New York Ave & 15th St NW,38.8921184,-77.0488686,38.8987597,-77.0336773
23rd & M St NW,New York Ave & 15th St NW,38.9052669,-77.0501284,38.8987597,-77.0336773
25th St & Pennsylvania Ave NW,New York Ave & 15th St NW,38.9036639,-77.0533013,38.8987597,-77.0336773
2nd St & Massachusetts Ave NE,New York Ave & 15th St NW,38.8952128,-77.0035114,38.8987597,-77.0336773
2nd St & Seaton Pl NE,New York Ave & 15th St NW,38.9148253,-77.0035158,38.8987597,-77.0336773
34th & Water St NW,New York Ave & 15th St NW,38.903882,-77.067735,38.8987597,-77.0336773
34th St & Wisconsin Ave NW,New York Ave & 15th St NW,38.915761,-77.067795,38.8987597,-77.0336773
36th & Calvert St NW / Glover Park,New York Ave & 15th St NW,38.922542,-77.0708934,38.8987597,-77.0336773
3rd & D St SE,New York Ave & 15th St NW,38.8851,-77.0023,38.8987597,-77.0336773
3rd & H St NE,New York Ave & 15th St NW,38.9003026,-77.0016867,38.8987597,-77.0336773
3rd & H St NW,New York Ave & 15th St NW,38.9002169,-77.0312345,38.8987597,-77.0336773
3rd & Tingey St SE,New York Ave & 15th St NW,38.8748964,-76.9999472,38.8987597,-77.0336773
3rd St & Pennsylvania Ave SE,New York Ave & 15th St NW,38.887124,-77.001692,38.8987597,-77.0336773
4th & C St SW,New York Ave & 15th St NW,38.88631,-77.01799,38.8987597,-77.0336773
4th & E St SW,New York Ave & 15th St NW,38.8832394,-77.0154581,38.8987597,-77.0336773
4th & M St SW,New York Ave & 15th St NW,38.8765291,-77.0141041,38.8987597,-77.0336773
4th St & Madison Dr NW,New York Ave & 15th St NW,38.8905995,-77.0175703,38.8987597,-77.0336773
5th & K St NW,New York Ave & 15th St NW,38.9025277,-77.0189305,38.8987597,-77.0336773
5th St & Massachusetts Ave NW,New York Ave & 15th St NW,38.9011312,-77.0189262,38.8987597,-77.0336773
6th & H St NE,New York Ave & 15th St NW,38.9002104,-76.9984441,38.8987597,-77.0336773
6th & K St NE,New York Ave & 15th St NW,38.9025086,-76.9984503,38.8987597,-77.0336773
6th St & Indiana Ave NW,New York Ave & 15th St NW,38.8944395,-77.0199018,38.8987597,-77.0336773
7th & F St NW / National Portrait Gallery,New York Ave & 15th St NW,38.8978267,-77.023019,38.8987597,-77.0336773
7th & K St NW,New York Ave & 15th St NW,38.9021412,-77.021891,38.8987597,-77.0336773
7th & R St NW / Shaw Library,New York Ave & 15th St NW,38.9124464,-77.022271,38.8987597,-77.0336773
7th & T St NW,New York Ave & 15th St NW,38.915572,-77.021919,38.8987597,-77.0336773
8th & H St NW,New York Ave & 15th St NW,38.899814,-77.022948,38.8987597,-77.0336773
8th & O St NW,New York Ave & 15th St NW,38.9085637,-77.0229375,38.8987597,-77.0336773
Adams Mill & Columbia Rd NW,New York Ave & 15th St NW,38.9226795,-77.0426674,38.8987597,-77.0336773
California St & Florida Ave NW,New York Ave & 15th St NW,38.9178137,-77.0403994,38.8987597,-77.0336773
Calvert & Biltmore St NW,New York Ave & 15th St NW,38.9232654,-77.0473443,38.8987597,-77.0336773
Columbus Circle / Union Station,New York Ave & 15th St NW,38.896995,-77.006384,38.8987597,-77.0336773
Connecticut Ave & R St NW,New York Ave & 15th St NW,38.9125984,-77.045082,38.8987597,-77.0336773
Constitution Ave & 2nd St NW/DOL,New York Ave & 15th St NW,38.8921052,-77.0136447,38.8987597,-77.0336773
Convention Center / 7th & M St NW,New York Ave & 15th St NW,38.9056431,-77.0219318,38.8987597,-77.0336773
Florida Ave & R St NW,New York Ave & 15th St NW,38.9126039,-77.0132898,38.8987597,-77.0336773
Georgetown Harbor / 30th St NW,New York Ave & 15th St NW,38.9099278,-77.0592585,38.8987597,-77.0336773
Henry Bacon Dr & Lincoln Memorial Circle NW,New York Ave & 15th St NW,38.8901667,-77.049611,38.8987597,-77.0336773
Independence Ave & L'Enfant Plaza SW/DOE,New York Ave & 15th St NW,38.8862882,-77.0265843,38.8987597,-77.0336773
Jefferson Dr & 14th St SW,New York Ave & 15th St NW,38.8886121,-77.0319526,38.8987597,-77.0336773
Jefferson Memorial,New York Ave & 15th St NW,38.8814158,-77.0364657,38.8987597,-77.0336773
Kennedy Center,New York Ave & 15th St NW,38.8958482,-77.0556827,38.8987597,-77.0336773
L'Enfant Plaza / 7th & C St SW,New York Ave & 15th St NW,38.8839245,-77.024976,38.8987597,-77.0336773
Lamont & Mt Pleasant NW,New York Ave & 15th St NW,38.9311391,-77.0382492,38.8987597,-77.0336773
Lincoln Memorial,New York Ave & 15th St NW,38.8892686,-77.050176,38.8987597,-77.0336773
M St & Pennsylvania Ave NW,New York Ave & 15th St NW,38.9052453,-77.0579267,38.8987597,-77.0336773
Maine Ave & 7th St SW,New York Ave & 15th St NW,38.8786499,-77.022833,38.8987597,-77.0336773
Massachusetts Ave & Dupont Circle NW,New York Ave & 15th St NW,38.909303,-77.0427814,38.8987597,-77.0336773
Metro Center / 12th & G St NW,New York Ave & 15th St NW,38.8980522,-77.0282299,38.8987597,-77.0336773
New Hampshire Ave & T St NW,New York Ave & 15th St NW,38.9155803,-77.0378968,38.8987597,-77.0336773
New Jersey Ave & F St NW,New York Ave & 15th St NW,38.8973436,-77.0118709,38.8987597,-77.0336773
New Jersey Ave & N St NW/Dunbar HS,New York Ave & 15th St NW,38.9075024,-77.0128468,38.8987597,-77.0336773
New York Ave & 15th St NW,New York Ave & 15th St NW,38.8987597,-77.0336773,38.8987597,-77.0336773
North Capitol St & F St NW,New York Ave & 15th St NW,38.8973304,-77.0091024,38.8987597,-77.0336773
Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,New York Ave & 15th St NW,38.8834579,-77.0429536,38.8987597,-77.0336773
Rhode Island & Connecticut Ave NW,New York Ave & 15th St NW,38.9056638,-77.0412097,38.8987597,-77.0336773
Smithsonian-National Mall / Jefferson Dr & 12th St SW,New York Ave & 15th St NW,38.8886581,-77.0281975,38.8987597,-77.0336773
Thomas Circle,New York Ave & 15th St NW,38.9059397,-77.0317658,38.8987597,-77.0336773
USDA / 12th & C St SW,New York Ave & 15th St NW,38.8867712,-77.029926,38.8987597,-77.0336773
USDA / 12th & C St SW,New York Ave & 15th St NW,38.8867712,-77.029926,38.8987597,-77.0336773
Virginia Ave & 25th St NW,New York Ave & 15th St NW,38.9008492,-77.0533105,38.8987597,-77.0336773
Washington & Independence Ave SW/HHS,New York Ave & 15th St NW,38.8866441,-77.0144068,38.8987597,-77.0336773
Wilson Blvd & N Uhle St,New York Ave & 15th St NW,38.8915576,-77.0848598,38.8987597,-77.0336773
Wisconsin Ave & O St NW,New York Ave & 15th St NW,38.9084234,-77.0638834,38.8987597,-77.0336773
Woodley Park Metro / Calvert St & Connecticut Ave NW,New York Ave & 15th St NW,38.923148,-77.051476,38.8987597,-77.0336773
10th & E St NW,New York Ave & Hecht Ave NE,38.8961384,-77.0260002,38.9160259,-76.983832
10th & G St NW,New York Ave & Hecht Ave NE,38.8983151,-77.0259896,38.9160259,-76.983832
10th & U St NW,New York Ave & Hecht Ave NE,38.917007,-77.0259857,38.9160259,-76.983832
11th & Girard St NW,New York Ave & Hecht Ave NE,38.925755,-77.02704,38.9160259,-76.983832
11th & Kenyon St NW,New York Ave & Hecht Ave NE,38.929685,-77.0277483,38.9160259,-76.983832
11th & M St NW,New York Ave & Hecht Ave NE,38.905637,-77.027041,38.9160259,-76.983832
12th & L St NW,New York Ave & Hecht Ave NE,38.9037322,-77.028088,38.9160259,-76.983832
13th & E St SE,New York Ave & Hecht Ave NE,38.882832,-76.9883198,38.9160259,-76.983832
13th & H St NE,New York Ave & Hecht Ave NE,38.9002048,-76.9883091,38.9160259,-76.983832
14th & D St SE,New York Ave & Hecht Ave NE,38.8946621,-77.0306956,38.9160259,-76.983832
14th & Girard St NW,New York Ave & Hecht Ave NE,38.925502,-77.032316,38.9160259,-76.983832
14th & Harvard St NW,New York Ave & Hecht Ave NE,38.9265708,-77.0324139,38.9160259,-76.983832
14th & Upshur St NW,New York Ave & Hecht Ave NE,38.941867,-77.0327244,38.9160259,-76.983832
14th St & New York Ave NW,New York Ave & Hecht Ave NE,38.8993304,-77.0319713,38.9160259,-76.983832
15th & East Capitol St NE,New York Ave & Hecht Ave NE,38.8898269,-76.9541242,38.9160259,-76.983832
15th & F St NE,New York Ave & Hecht Ave NE,38.8973368,-76.9836645,38.9160259,-76.983832
15th St & Massachusetts Ave SE,New York Ave & Hecht Ave NE,38.9065186,-77.0345597,38.9160259,-76.983832
16th & Irving St NW,New York Ave & Hecht Ave NE,38.9286821,-77.0364572,38.9160259,-76.983832
17th & Corcoran St NW,New York Ave & Hecht Ave NE,38.9118701,-77.0384855,38.9160259,-76.983832
17th & K St NW / Farragut Square,New York Ave & Hecht Ave NE,38.9021566,-77.0380023,38.9160259,-76.983832
18th St & Rhode Island Ave NE,New York Ave & Hecht Ave NE,38.9246899,-76.9854606,38.9160259,-76.983832
1st & D St SE,New York Ave & Hecht Ave NE,38.88494,-77.00873,38.9160259,-76.983832
1st & H St NW,New York Ave & Hecht Ave NE,38.9002169,-77.0312345,38.9160259,-76.983832
1st & M St NE,New York Ave & Hecht Ave NE,38.9056533,-77.0058882,38.9160259,-76.983832
1st & O St NW,New York Ave & Hecht Ave NE,38.9601576,-77.0116249,38.9160259,-76.983832
24th & R St NE / National Arboretum,New York Ave & Hecht Ave NE,38.91213,-76.9657782,38.9160259,-76.983832
2nd & G St NE,New York Ave & Hecht Ave NE,38.89894,-77.00901,38.9160259,-76.983832
2nd St & Massachusetts Ave NE,New York Ave & Hecht Ave NE,38.8952128,-77.0035114,38.9160259,-76.983832
2nd St & Seaton Pl NE,New York Ave & Hecht Ave NE,38.9148253,-77.0035158,38.9160259,-76.983832
3rd & D St SE,New York Ave & Hecht Ave NE,38.8851,-77.0023,38.9160259,-76.983832
3rd & G St SE,New York Ave & Hecht Ave NE,38.8812662,-76.9914837,38.9160259,-76.983832
3rd & H St NE,New York Ave & Hecht Ave NE,38.9003026,-77.0016867,38.9160259,-76.983832
3rd & M St NE,New York Ave & Hecht Ave NE,38.905696,-76.997098,38.9160259,-76.983832
3rd St & Pennsylvania Ave SE,New York Ave & Hecht Ave NE,38.887124,-77.001692,38.9160259,-76.983832
5th & K St NW,New York Ave & Hecht Ave NE,38.9025277,-77.0189305,38.9160259,-76.983832
6th & H St NE,New York Ave & Hecht Ave NE,38.9002104,-76.9984441,38.9160259,-76.983832
6th & K St NE,New York Ave & Hecht Ave NE,38.9025086,-76.9984503,38.9160259,-76.983832
6th St & Indiana Ave NW,New York Ave & Hecht Ave NE,38.8944395,-77.0199018,38.9160259,-76.983832
7th & R St NW / Shaw Library,New York Ave & Hecht Ave NE,38.9124464,-77.022271,38.9160259,-76.983832
7th St & Massachusetts Ave NE,New York Ave & Hecht Ave NE,38.9021412,-77.021891,38.9160259,-76.983832
8th & D St NW,New York Ave & Hecht Ave NE,38.8947972,-77.0229688,38.9160259,-76.983832
8th & Eye St SE / Barracks Row,New York Ave & Hecht Ave NE,38.8792,-76.9953,38.9160259,-76.983832
8th & F St NE,New York Ave & Hecht Ave NE,38.897333,-76.994965,38.9160259,-76.983832
8th & O St NW,New York Ave & Hecht Ave NE,38.9085637,-77.0229375,38.9160259,-76.983832
Bladensburg Rd & Benning Rd NE,New York Ave & Hecht Ave NE,38.9000764,-76.9834672,38.9160259,-76.983832
Columbia Rd & Georgia Ave NW,New York Ave & Hecht Ave NE,38.9281258,-77.023104,38.9160259,-76.983832
Columbus Circle / Union Station,New York Ave & Hecht Ave NE,38.896995,-77.006384,38.9160259,-76.983832
D St & Maryland Ave NE,New York Ave & Hecht Ave NE,38.8947301,-76.9968333,38.9160259,-76.983832
East West Hwy & 16th St,New York Ave & Hecht Ave NE,38.994597,-77.0361981,38.9160259,-76.983832
Eastern Market / 7th & North Carolina Ave SE,New York Ave & Hecht Ave NE,38.8864481,-76.996479,38.9160259,-76.983832
Eckington Pl & Q St NE,New York Ave & Hecht Ave NE,38.9111223,-77.0047933,38.9160259,-76.983832
Florida Ave & R St NW,New York Ave & Hecht Ave NE,38.9126039,-77.0132898,38.9160259,-76.983832
Gallaudet / 8th St & Florida Ave NE,New York Ave & Hecht Ave NE,38.9048996,-76.9947872,38.9160259,-76.983832
Lincoln Rd & Seaton Pl NE/Harry Thomas Rec Center,New York Ave & Hecht Ave NE,38.9147079,-77.0070772,38.9160259,-76.983832
Maryland Ave & 17th St NE,New York Ave & Hecht Ave NE,38.901927,-76.978994,38.9160259,-76.983832
Maryland Ave & E St NE,New York Ave & Hecht Ave NE,38.8961161,-76.9931643,38.9160259,-76.983832
Montello Ave & Holbrook Terr NE,New York Ave & Hecht Ave NE,38.907617,-76.986781,38.9160259,-76.983832
Nannie Helen Burroughs & Minnesota Ave NE,New York Ave & Hecht Ave NE,38.9019647,-76.9425651,38.9160259,-76.983832
Neal St & Trinidad Ave NE,New York Ave & Hecht Ave NE,38.9033798,-76.9861649,38.9160259,-76.983832
New Jersey Ave & F St NW,New York Ave & Hecht Ave NE,38.8973436,-77.0118709,38.9160259,-76.983832
New Jersey Ave & N St NW/Dunbar HS,New York Ave & Hecht Ave NE,38.9075024,-77.0128468,38.9160259,-76.983832
New York Ave & Hecht Ave NE,New York Ave & Hecht Ave NE,38.9160259,-76.983832,38.9160259,-76.983832
North Capitol St & G Pl NE,New York Ave & Hecht Ave NE,38.8995605,-77.0090117,38.9160259,-76.983832
Oklahoma Ave & D St NE,New York Ave & Hecht Ave NE,38.8947743,-76.9743375,38.9160259,-76.983832
Potomac & Pennsylvania Ave SE,New York Ave & Hecht Ave NE,38.8731037,-76.9695601,38.9160259,-76.983832
Rhode Island Ave Metro,New York Ave & Hecht Ave NE,38.920918,-76.995941,38.9160259,-76.983832
10th & E St NW,North Capitol St & F St NW,38.8961384,-77.0260002,38.8973304,-77.0091024
10th & G St NW,North Capitol St & F St NW,38.8983151,-77.0259896,38.8973304,-77.0091024
10th & K St NW,North Capitol St & F St NW,38.90253,-77.0259938,38.8973304,-77.0091024
10th & U St NW,North Capitol St & F St NW,38.917007,-77.0259857,38.8973304,-77.0091024
10th St & Constitution Ave NW,North Capitol St & F St NW,38.8921062,-77.0259036,38.8973304,-77.0091024
10th St & L'Enfant Plaza SW,North Capitol St & F St NW,38.8842094,-77.0253936,38.8973304,-77.0091024
11th & F St NW,North Capitol St & F St NW,38.8973435,-77.0270466,38.8973304,-77.0091024
11th & Girard St NW,North Capitol St & F St NW,38.925755,-77.02704,38.8973304,-77.0091024
11th & M St NW,North Capitol St & F St NW,38.905637,-77.027041,38.8973304,-77.0091024
11th & O St NW,North Capitol St & F St NW,38.9085726,-77.0270402,38.8973304,-77.0091024
12th & L St NW,North Capitol St & F St NW,38.9037322,-77.028088,38.8973304,-77.0091024
12th & Newton St NE,North Capitol St & F St NW,38.933526,-76.991079,38.8973304,-77.0091024
12th & U St NW,North Capitol St & F St NW,38.9170019,-77.0280891,38.8973304,-77.0091024
13th & D St NE,North Capitol St & F St NW,38.894777,-76.9883104,38.8973304,-77.0091024
13th & H St NE,North Capitol St & F St NW,38.9002048,-76.9883091,38.8973304,-77.0091024
13th St & New York Ave NW,North Capitol St & F St NW,38.9002912,-77.0295883,38.8973304,-77.0091024
14th & D St NW / Ronald Reagan Building,North Capitol St & F St NW,38.8939166,-77.0307749,38.8973304,-77.0091024
14th & G St NW,North Capitol St & F St NW,38.8983306,-77.0319663,38.8973304,-77.0091024
14th & Girard St NW,North Capitol St & F St NW,38.925502,-77.032316,38.8973304,-77.0091024
14th & Harvard St NW,North Capitol St & F St NW,38.9265708,-77.0324139,38.8973304,-77.0091024
14th & R St NW,North Capitol St & F St NW,38.9126061,-77.0319494,38.8973304,-77.0091024
14th & Rhode Island Ave NW,North Capitol St & F St NW,38.9088311,-77.0319575,38.8973304,-77.0091024
14th & V St NW,North Capitol St & F St NW,38.9181132,-77.0319544,38.8973304,-77.0091024
14th St & New York Ave NW,North Capitol St & F St NW,38.8993304,-77.0319713,38.8973304,-77.0091024
14th St & Spring Rd NW,North Capitol St & F St NW,38.9370752,-77.0327226,38.8973304,-77.0091024
15th & East Capitol St NE,North Capitol St & F St NW,38.8898269,-76.9541242,38.8973304,-77.0091024
15th & F St NE,North Capitol St & F St NW,38.8973368,-76.9836645,38.8973304,-77.0091024
15th & K St NW,North Capitol St & F St NW,38.9024168,-77.0345695,38.8973304,-77.0091024
15th & L St NW,North Capitol St & F St NW,38.9037458,-77.0345694,38.8973304,-77.0091024
15th & M St NW,North Capitol St & F St NW,38.9056496,-77.0345673,38.8973304,-77.0091024
15th & P St NW,North Capitol St & F St NW,38.9096682,-77.0345588,38.8973304,-77.0091024
15th St & Massachusetts Ave SE,North Capitol St & F St NW,38.9065186,-77.0345597,38.8973304,-77.0091024
16th & Harvard St NW,North Capitol St & F St NW,38.9262792,-77.0364613,38.8973304,-77.0091024
16th & R St NW,North Capitol St & F St NW,38.9126037,-77.0365134,38.8973304,-77.0091024
17th & Corcoran St NW,North Capitol St & F St NW,38.9118701,-77.0384855,38.8973304,-77.0091024
17th & G St NW,North Capitol St & F St NW,38.8983186,-77.0394614,38.8973304,-77.0091024
18th & M St NW,North Capitol St & F St NW,38.9056568,-77.0416876,38.8973304,-77.0091024
18th & R St NW,North Capitol St & F St NW,38.9126074,-77.0416631,38.8973304,-77.0091024
18th St & Pennsylvania Ave NW,North Capitol St & F St NW,38.899316,-77.041633,38.8973304,-77.0091024
19th & G St NW,North Capitol St & F St NW,38.898331,-77.0434727,38.8973304,-77.0091024
19th St & Constitution Ave NW,North Capitol St & F St NW,38.8921101,-77.0434861,38.8973304,-77.0091024
19th St & Pennsylvania Ave NW,North Capitol St & F St NW,38.9002149,-77.043466,38.8973304,-77.0091024
1st & D St SE,North Capitol St & F St NW,38.88494,-77.00873,38.8973304,-77.0091024
1st & H St NW,North Capitol St & F St NW,38.9002169,-77.0312345,38.8973304,-77.0091024
1st & M St NE,North Capitol St & F St NW,38.9056533,-77.0058882,38.8973304,-77.0091024
1st & M St SE,North Capitol St & F St NW,38.8768635,-76.9831619,38.8973304,-77.0091024
1st & O St NW,North Capitol St & F St NW,38.9601576,-77.0116249,38.8973304,-77.0091024
1st & Rhode Island Ave NW,North Capitol St & F St NW,38.9112599,-77.0251579,38.8973304,-77.0091024
20th St & Florida Ave NW,North Capitol St & F St NW,38.9151073,-77.044913,38.8973304,-77.0091024
20th St & Virginia Ave NW,North Capitol St & F St NW,38.8945839,-77.0451625,38.8973304,-77.0091024
21st & I St NW,North Capitol St & F St NW,38.9007023,-77.0466551,38.8973304,-77.0091024
21st St & Pennsylvania Ave NW,North Capitol St & F St NW,38.9013274,-77.0466578,38.8973304,-77.0091024
22nd & P ST NW,North Capitol St & F St NW,38.909643,-77.0487969,38.8973304,-77.0091024
23rd & M St NW,North Capitol St & F St NW,38.9052669,-77.0501284,38.8973304,-77.0091024
24th & R St NE / National Arboretum,North Capitol St & F St NW,38.91213,-76.9657782,38.8973304,-77.0091024
25th St & Pennsylvania Ave NW,North Capitol St & F St NW,38.9036639,-77.0533013,38.8973304,-77.0091024
2nd & G St NE,North Capitol St & F St NW,38.89894,-77.00901,38.8973304,-77.0091024
2nd St & Massachusetts Ave NE,North Capitol St & F St NW,38.8952128,-77.0035114,38.8973304,-77.0091024
2nd St & Seaton Pl NE,North Capitol St & F St NW,38.9148253,-77.0035158,38.8973304,-77.0091024
3000 Connecticut Ave NW / National Zoo,North Capitol St & F St NW,38.9298333,-77.0560416,38.8973304,-77.0091024
39th & Calvert St NW / Stoddert,North Capitol St & F St NW,38.9230112,-77.0790952,38.8973304,-77.0091024
3rd & D St SE,North Capitol St & F St NW,38.8851,-77.0023,38.8973304,-77.0091024
3rd & Elm St NW,North Capitol St & F St NW,38.9174514,-77.016491,38.8973304,-77.0091024
3rd & G St SE,North Capitol St & F St NW,38.8812662,-76.9914837,38.8973304,-77.0091024
3rd & H St NE,North Capitol St & F St NW,38.9003026,-77.0016867,38.8973304,-77.0091024
